Company Name,Ticker,Last Close
"The RMR Group","RMR","23.2"
"","RMT","8.75"
"Rockwell Medical","RMTI","4.33"
"Avidity Biosciences","RNA","11.55"
"TransCode Therapeutics","RNAZ","3.21"
"Ringcentral","RNG","34.58"
"Ranger Energy Services","RNGR","11.7"
"RENAULT","RNLSY","7.1"
"Renalytix AI","RNLX","2.17"
"RenaissanceRe","RNR","193.15"
"RENISHAW PLC 20","RNSHF","45.4435"
"Renasant","RNST","28.89"
"ReNew Energy Global","RNW","5.54"
"RenovoRx","RNXT","1.9"
"Construction Partners","ROAD","30.89"
"ROC Energy Acquisition Corp.","ROC","7.05"
"Ranger Oil","ROCC","39.11"
"Gibraltar Industries","ROCK","58.57"
"Roth CH Acquisition V","ROCL","10.22"
"Rogers","ROG","153.56"
"Rohm Co.","ROHCY","45.5"
"Retail Opportunity Investments","ROIC","13.16"
"Montes Archimedes Acquisition","ROIV","9.75"
"Rockwell Automation","ROK","291.99"
"Roku","ROKU","62.98"
"Rollins","ROL","41.39"
"Rice Acquisition II","RONI","11.3"
"Root","ROOT","5.21"
"Roper Technologies","ROP","453.97"
"Rose Hill Acquisition","ROSE","10.89"
"Ross Acquisition Corp II","ROSS","10.42"
"Ross Stores","ROST","103.67"
"Rostelecom OJSC","ROSYY","1.01"
"Rover Group","ROVR","4.71"
"Royal Mail","ROYMY","4.8888"
"Repay","RPAY","7.05"
"Rapid7","RPD","49.11"
"Reneo Pharmaceuticals","RPHM","9.01"
"Rapid Micro Biosystems","RPID","1.02"
"RPM International","RPM","82.71"
"Virtual Piggy","RPMT","1.24"
"Royalty Pharma","RPRX","33.84"
"RPT Realty","RPT","10.13"
"Repare Therapeutics","RPTX","11.65"
"Rigel Resource Acquisition Corp.","RRAC","10.66"
"Red River Bancshares","RRBI","52.84"
"Range Resources","RRC","27.56"
"Red Robin Gourmet Burgers","RRGB","12.56"
"Red Rock Resorts","RRR","48.38"
"Roadrunner Transportation Systems","RRTS","2.49"
"Regal Beloit","RRX","144.04"
"Reliance Steel & Aluminum Co.","RS","245.1"
"Republic Services","RSG","143.32"
"Rush Street Interactive","RSI","3.18"
"Riskified","RSKD","4.97"
"RISKGEORGE IN","RSKIA","10.7"
"EnteroMedics","RSLS","2.48"
"","RSP","144.21"
"Research Solutions","RSSS","2"
"Reservoir Media","RSVR","6.56"
"Baijiayun Group Ltd.","RTC","8.18"
"","RTH","167.7"
"The Necessity Retail REIT","RTL","6.73"
"RTCore","RTME","1"
"Rentokil Initial","RTO","40.85"
"Raytheon Technologies","RTX","97.44"
"RUMBLE INC","RUM","9.87"
"Sunrun","RUN","19.14"
"Rush Enterprises","RUSHA","56.88"
"Rush Enterprises","RUSHB","62.22"
"RUSSELL 2000","RUT.X","1855.4005"
"Ruth's Hospitality Group","RUTH","21.49"
"Revolve Group","RVLV","16.07"
"Revolution Medicines","RVMD","27"
"Revance Therapeutics","RVNC","30.94"
"Retractable Technologies","RVP","1.07"
"Reviva Pharmaceuticals","RVPH","6.93"
"Riverview Bancorp","RVSB","4.44"
"","RVT","13.5"
"Revvity, Inc.","RVTY","114.44"
"Runway Growth Finance Corp.","RWAY","12.17"
"RWE AG","RWEOY","42.35"
"Redwood Trust","RWT","6.38"
"Rand Worldwide","RWWI","21.5"
"","RWX","26.24"
"Prometheus Biosciences","RXDX","198.85"
"Progressive Care","RXMD","4.334"
"","RXO","21.81"
"Recursion Pharmaceuticals","RXRX","8.63"
"RxSight","RXST","26.22"
"Rackspace Technology","RXT","1.69"
"Royal Bank Of Canada","RY","92.28"
"Ryanair","RYAAY","106.07"
"Rayonier Advanced Materials","RYAM","3.93"
"Ryan Specialty Holdings Inc.","RYAN","41.98"
"RollsRoyce","RYCEY","1.81"
"Ryerson","RYI","37.32"
"Rayonier","RYN","30.11"
"Rhythm Pharmaceuticals","RYTM","17.36"
"Rezolute","RZLT","2.06"
"SentinelOne","S","13.69"
"Seabridge Gold","SA","13.79"
"South Atlantic Bancshares","SABK","11"
"Sabre","SABR","3.35"
"Sachem Capital","SACH","3.3"
"SADLIERWILIAM","SADL","18.4"
"SAFEHOLD INC","SAFE","25.15"
"Safran","SAFRY","36.71"
"Safety Insurance Group","SAFT","75.33"
"Sagaliam Acquisition Corp.","SAGA","10.97"
"Sage Therapeutics","SAGE","53.74"
"Sonic Automotive","SAH","44.67"
"SAI.TECH Global","SAI","1.49"
"Saia","SAIA","301.81"
"Science Applications International","SAIC","103.17"
"Salisbury Bancorp","SAL","24.96"
"The Boston Beer Company","SAM","334.73"
"Schultze Special Purpose Acquisition Corp. II","SAMA","10.41"
"Silvercrest Asset Management Group","SAMG","20.79"
"Banco Santander","SAN","3.44"
"Sana Biotechnology","SANA","6.34"
"Sandstorm Gold","SAND","5.42"
"Sangoma Technologies Corporation","SANG","3.67"
"Sanmina","SANM","54.07"
"S&W Seed","SANW","1.2"
"SAP","SAP","131.84"
"Saipem","SAPMF","1.4"
"Saratoga Investment Corp","SAR","27.77"
"SARTORIUS","SARTF","283.81"
"Sandy Spring Bancorp","SASR","24.28"
"SATELLOGIC INC","SATL","2.05"
"EchoStar","SATS","16.87"
"Straumann Holding","SAUHF","149.9"
"Cassava Sciences","SAVA","23.31"
"Spirit Airlines","SAVE","15.37"
"Sampo","SAXPY","23.21"
"Safe Bulkers","SB","3.53"
"SBA Communications","SBAC","223.89"
"Seibels Bruce Group","SBBG","405.01"
"Seacoast Banking Corp. of Florida","SBCF","23.45"
"SharpLink Gaming","SBET","3.25"
"Splash Beverage Group","SBEV","1.06"
"SB Financial Group","SBFG","12.71"
"Sinclair, Inc.","SBGI","14.82"
"Schneider Electric","SBGSY","35.18"
"Sally Beauty","SBH","11.81"
"SBI","SBHGF","19.59"
"Star Bulk Carriers","SBLK","18.51"
"SilverBow Resources","SBOW","26.3"
"Sabine Royalty Trust","SBR","67.54"
"Sabra Healthcare REIT","SBRA","11.68"
"Companhia de saneamento Basico Do Estado De Sao Pa","SBS","10.95"
"Southside Bancshares","SBSI","28.81"
"Sibanye Gold Limited","SBSW","7.27"
"Sterling Bancorp","SBT","5.28"
"Starbucks","SBUX","98.22"
"SilverBox Corp III","SBXC","10.09"
"Stratim Cloud Acquisition","SCAQ","10.28"
"Standard Chartered","SCBFF","8.449"
"Southern Copper","SCCO","71.35"
"Schaeffler","SCFLF","6.25"
"Societe Generale Group","SCGLY","4.91"
"Scholastic","SCHL","42.93"
"Schnitzer Steel Industries","SCHN","31.22"
"Charles Schwab","SCHW","54.61"
"Sands China","SCHYY","34.25"
"Service Corporation International","SCI","64.73"
"SCI Engineered Materials","SCIA","4"
"Socket Mobile","SCKT","1.39"
"Stepan","SCL","97.66"
"Scilex Holding Company","SCLX","7.22"
"Stellus Capital Investment","SCM","13.87"
"Swisscom","SCMWY","63.11"
"Scientific Industries","SCND","4.5"
"scPharmaceuticals","SCPH","11.71"
"Scope Industries","SCPJ","400"
"SciPlay","SCPL","19.27"
"Screaming Eagle Acquisition Corp.","SCRM","10.26"
"Scor","SCRYY","2.65"
"Steelcase","SCS","6.97"
"ScanSource","SCSC","29.73"
"","SCTC","3"
"OchZiff Capital Management Group","SCU","9.87"
"Sculptor Acquisition I","SCUA","10.51"
"Shoe Carnival","SCVL","20.86"
"374Water Inc.","SCWO","3.14"
"SecureWorks","SCWX","8.23"
"L.S. Starrett","SCX","10.2"
"Security Bancorp","SCYT","56.25"
"SCYNEXIS","SCYX","2.43"
"Santa Cruz County Bank","SCZC","24.75"
"SandRidge Energy","SD","14.93"
"SUNCAR TECH GRP","SDA","12.8"
"Sustainable Development Acquisition I","SDAC","10.22"
"Schrodinger","SDGR","38.14"
"Stronghold Digital Mining","SDIG","5.22"
"Superior Drilling Products","SDPI","1.14"
"Seadrill Limited","SDRL","36.08"
"Sandvik","SDVKY","18.6975"
"Sodexo","SDXAY","21.705"
"","SDY","121.51"
"Sea Limited","SE","61.28"
"SeaChange International","SEAC","9.09"
"SeaWorld Entertainment","SEAS","58.12"
"Horizon Acquisition","SEAT","7.68"
"Seaboard","SEB","3743.6699"
"SDCL EDGE Acquisition Corporation","SEDA","10.4"
"SolarEdge Technologies","SEDG","290.75"
"Sealed Air","SEE","40.02"
"Origin Agritech Limited","SEED","5.02"
"Seer","SEER","4.86"
"SEGRO","SEGXF","10.6"
"SEI Investments","SEIC","58.56"
"SEMPERIT AG HLD","SEIGY","6.3701"
"Seiko Epson","SEKEY","7.975"
"Selecta Biosciences","SELB","1.4"
"Global Self Storage","SELF","5.014"
"Select Medical","SEM","29.16"
"SEMrush","SEMR","7.65"
"Seneca Foods","SENEA","47.91"
"Stora Enso Oyj","SEOAY","13.68"
"SEP ACQ CP","SEPA","9.95"
"Spectris","SEPJY","19.98"
"Sera Prognostics","SERA","3.14"
"SES AI","SES","2.11"
"Stifel Financial","SF","58.66"
"Sound Financial Bancorp","SFBC","35.8825"
"ServisFirst Bancshares","SFBS","45.18"
"Security Federal","SFDL","25.72"
"Safeguard Scientifics","SFE","1.7"
"Stitch Fix","SFIX","3.68"
"SFL","SFL","9.05"
"Sprouts Farmers Market","SFM","32.995"
"Simmons First National","SFNC","18.25"
"Safestore","SFSHF","11.942"
"Southern First Bancshares","SFST","26.41"
"Shift Technologies","SFT","1.63"
"SoftBank Group","SFTBY","21.96"
"Shengfeng Development Limited","SFWL","10.22"
"Sweetgreen","SG","10.62"
"Saga Communications","SGA","20.59"
"Singapore Telecommunications","SGAPY","18.44"
"SES","SGBAF","5.905"
"Superior Group of Companies","SGC","8.85"
"Strong Global Entertainment, Inc.","SGE","3.42"
"Seagen","SGEN","195.47"
"SMART Global","SGH","23.37"
"Super Group (SGHC)","SGHC","3.31"
"Shanghai Industrial","SGHIY","14.36"
"Sight Sciences","SGHT","7.46"
"Seaport Global Acquisition II Corp.","SGII","10.36"
"Shionogi & Co.","SGIOY","11.2899"
"SigmaTron International","SGMA","3.69"
"SIGMA LITHIUM","SGML","41.54"
"Sangamo Therapeutics","SGMO","1.26"
"Sage Group","SGPYY","43.28"
"SPAR Group","SGRP","1.3"
"Surgery Partners","SGRY","38.88"
"SGS","SGSOY","9.23"
"Sigilon Therapeutics","SGTX","4.61"
"Star Gas Partners","SGU","14.66"
"Shaftesbury","SHABF","4.586"
"Shake Shack","SHAK","70"
"ShangriLa Asia","SHALY","14.4514"
"Spree Acquisition 1","SHAP","10.51"
"Shore Bancshares","SHBI","11.69"
"Sotera Health","SHC","14.97"
"Sharp","SHCAY","1.38"
"SOHO HOUSE&CO","SHCO","6.02"
"Sharecare","SHCR","1.65"
"ShinEtsu Chemical Co.","SHECY","16.58"
"Shell","SHEL","57.7"
"Shenandoah Telecommunications Co","SHEN","19.49"
"Shinhan Financial Group Co","SHG","27.46"
"Sun Hung Kai and Co.","SHGKY","1.35"
"Seanergy Maritime Holdings","SHIP","4.45"
"Shoals Technologies Group","SHLS","23.23"
"SHL Telemedicine Ltd. Unsponsored ADR","SHLT","11.97"
"","SHM","46.85"
"Shimizu","SHMUY","21.28"
"Schroders","SHNWF","5.65"
"Sunstone Hotel Investors","SHO","10.72"
"Steven Madden","SHOO","32.72"
"Shopify","SHOP","63.66"
"Shuttle Pharmaceuticals Holdings, Inc.","SHPH","1.095"
"SHUAA Partners Acquisition I","SHUA","10.68"
"","SHV","110.03"
"SherwinWilliams","SHW","240.3"
"Resonac Holdings Corporation Unsponsored ADR","SHWDY","15.5"
"Shandong Weigao Medical Polymer Co.","SHWGF","1.725"
"","SHY","81.36"
"The Shyft Group","SHYF","26.38"
"SiBone","SIBN","27.67"
"National Steel","SID","2.73"
"Siebert Financial","SIEB","2.77"
"Siemens","SIEGY","84.82"
"Shanghai Electric Group Co.","SIELY","5.02"
"Sientra","SIEN","1.62"
"SIFCO Industries","SIF","2.38"
"Sify Technologies Limited","SIFY","1.45"
"Signet Jewelers","SIG","67.74"
"Siga Technologies","SIGA","5.65"
"Selective Insurance Group","SIGI","98.95"
"Shenzhen Investment Hldgs Bay Area Dvlpmt Co","SIHBY","2.27"
"Sprott","SII","34.41"
"Silicom","SILC","36.42"
"Silk Road Medical","SILK","30.02"
"Silo Pharma, Inc.","SILO","2.24"
"SilverCrest Metals","SILV","6.48"
"Grupo Simec","SIM","34.95"
"Silicon Motion Technology","SIMO","68.23"
"SINTX TECHNOLOGIES","SINT","1.39"
"Sirius XM","SIRI","3.73"
"SITE Centers Corp.","SITC","12.76"
"SiteOne Landscape Supply","SITE","151.38"
"SiTime","SITM","106"
"Six Flags Entertainment","SIX","27.17"
"Scienjoy","SJ","3.48"
"The J. M. Smucker Co.","SJM","146.23"
"San Juan Basin Royalty Trust","SJT","8.26"
"SJW Group","SJW","74.67"
"Saker Aviation Services","SKAS","4.85"
"Skeena Resources Limited","SKE","5.24"
"AB SKF","SKFRY","16.58"
"SK Growth Opportunities Corporation","SKGR","10.565"
"Sekisui House","SKHSY","20.61"
"Skillsoft","SKIL","1.68"
"Beauty Health","SKIN","8.77"
"SK Telecom Co.","SKM","21.21"
"Tanger Factory Outlet Centers","SKT","21.45"
"Skyward Specialty Insurance Group, Inc.","SKWD","23.07"
"Skechers","SKX","53.28"
"Skyline","SKY","64.89"
"Sky Harbour Group","SKYH","5.115"
"SkyWater Technology","SKYT","10.12"
"SkyWest","SKYW","34.06"
"SKYX PLATFORMS","SKYX","3.23"
"Silicon Laboratories","SLAB","148.16"
"Social Leverage Acquisition Corp I","SLAC","10.22"
"Slam Corp.","SLAM","10.545"
"Schlumberger","SLB","46.95"
"U.S. Silica Holdings","SLCA","12.51"
"Solid Biosciences","SLDB","6.37"
"Solid Power","SLDP","2.38"
"Sun Life Financial","SLF","50.53"
"Standard Life","SLFPY","10.32"
"SL Green Realty","SLG","24.96"
"SomaLogic, Inc.","SLGC","3.36"
"SolGel Technologies","SLGL","3.49"
"Silgan Holdings","SLGN","45.4"
"Standard Lithium","SLI","4.36"
"SLM","SLM","16.92"
"Silence Therapeutics","SLN","5.34"
"Southland Holdings, Inc.","SLND","8.77"
"Stabilis Solutions","SLNG","4.21"
"Soleno Therapeutics","SLNO","5.62"
"Soitec","SLOIF","147.5"
"Simulations Plus","SLP","48"
"SelectQuote","SLQT","1.93"
"SLR Investment","SLRC","14.42"
"Solera National Bancorp","SLRK","10.3"
"ACELYRIN, INC.","SLRN","17.1"
"Salarius Pharmaceuticals","SLRX","1.71"
"Galena Biopharma","SLS","1.7"
"Sylvamo","SLVM","42.51"
"SILVERspac Inc.","SLVR","10.312"
"SM Energy","SM","28.17"
"SportsMap Tech Acquisition Corp.","SMAP","10.54"
"Smartsheet","SMAR","51.66"
"Southern Missouri Bancorp","SMBC","40.53"
"SmartFinancial","SMBK","22.68"
"Smc","SMCAY","29.44"
"Super Micro Computer","SMCI","233.15"
"Sumitomo Mitsui Financial Group","SMFG","8.33"
"Smurfit Kappa","SMFKY","37.45"
"Smart for Life","SMFL","1.15"
"Scotts MiracleGro","SMG","65.63"
"Smiths Group","SMGZY","20.1"
"SEACOR Marine","SMHI","9.38"
"SmithMidland","SMID","18.25"
"S&P 600","SML.X","1190.54"
"Summit Midstream","SMLP","15.6"
"Semler Scientific","SMLR","27.84"
"Summit Financial Group","SMMF","20.97"
"Summit Therapeutics","SMMT","1.98"
"Shimano","SMNNY","16.56"
"Standard Motor Products","SMP","36.79"
"Simply Good Foods","SMPL","35.6"
"Sompo","SMPNY","22.07"
"NuScale Power","SMR","7.97"
"SmartRent, Inc.","SMRT","3.6"
"Samsonite International","SMSEY","13.28"
"Smith Micro Software","SMSI","1.28"
"Sims Metal Management","SMSMY","9.985"
"Semtech","SMTC","22.09"
"Sanara MedTech","SMTI","38.54"
"Similarweb","SMWB","7"
"SnapOn","SNA","262.77"
"Snail, Inc.","SNAL","1.57"
"Snap","SNAP","10.51"
"Sleep Number","SNBR","19.3"
"Sun Country Airlines","SNCY","19.53"
"Smart Sand","SND","1.57"
"Sonida Senior Living","SNDA","8.82"
"SNDL INC","SNDL","1.48"
"Schneider National","SNDR","26.54"
"Syndax Pharmaceuticals","SNDX","21.71"
"Senestech","SNES","1.33"
"StoneX Group","SNEX","85"
"Security National Financial","SNFCA","8.29"
"SENIOR","SNIRF","2.18"
"Sino Land Co.","SNLAY","6.54"
"Smith & Nephew SNATS","SNN","30.29"
"Snowflake","SNOW","182.22"
"Snap One","SNPO","9.46"
"Synopsys","SNPS","443.84"
"Sunny Optical","SNPTF","9.4"
"Senior Connect Acquisition I","SNRH","10.035"
"Sensei Biotherapeutics","SNSE","1.4144"
"Sentage","SNTG","2.55"
"Synovus Financial","SNV","30.95"
"TD SYNNEX","SNX","92.25"
"Sanofi","SNY","51.49"
"The Southern Company","SO","69.37"
"SOBR Safe, Inc.","SOBR","1.85"
"SoFi Technologies","SOFI","7.65"
"Sotherly Hotels","SOHO","1.885"
"Sohu.com","SOHU","11.77"
"SUMITOMO HEAVY","SOHVY","5.65"
"Solaris Oilfield Infrastructure","SOI","8.15"
"Emeren Group Ltd. Sponsored ADR","SOL","3.65"
"Southern Michigan Bancorp","SOMC","18.6"
"Secom Co.","SOMLY","16.83"
"SUMITOMO CHEMCL","SOMMY","15.315"
"Sonoco","SON","62.73"
"Sonim Technologies","SONM","1.2083"
"Sonos","SONO","15.98"
"SONOVA HOLDING","SONVY","52.57"
"Sonendo","SONX","1.23"
"Sony","SONY","100.05"
"SOPHiA GENETICS","SOPH","4.15"
"","SOR","37.87"
"SOS Limited","SOS","4.04"
"SonoTek","SOTK","5.3"
"South32","SOUHY","13.1"
"SoundHound AI","SOUN","2.62"
"Sovos Brands","SOVO","18.71"
"Sow Good","SOWG","6.05"
"SP Plus","SP","38.9"
"S&P 500","SPAL","4283.8501"
"Spectrum Brands","SPB","74.7"
"SuperCom","SPCB","1.1"
"Virgin Galactic","SPCE","3.99"
"The Stephan Co.","SPCO","1.31"
"","SPE","10.95"
"South Plains Financial","SPFI","22.8"
"Simon Property Group","SPG","109.17"
"S&P Global","SPGI","379.18"
"Spectrum Group International ","SPGZ","15000"
"Suburban Propane Partners","SPH","14.93"
"Sphere Entertainment Co.","SPHR","24.69"
"Starpharma","SPHRY","2.53"
"SPI Energy Co.","SPI","1.47"
"Spark New Zealand","SPKKY","15.75"
"Splunk","SPLK","103.52"
"Steel Partners","SPLP","43.875"
"Spirent Communications","SPMYY","9.0715"
"Sapiens International","SPNS","25.8"
"SiriusPoint","SPNT","9.33"
"Spok","SPOK","12.73"
"Spotify Technology","SPOT","153.03"
"Spectrum Pharmaceuticals","SPPI","1.08"
"Sappi","SPPJY","2.381"
"Spirit Aerosystems","SPR","27.87"
"Spruce Biosciences","SPRB","2.34"
"Spero Therapeutics","SPRO","1.8"
"SURGE COMPONENT","SPRS","3.4375"
"ARS Pharmaceuticals, Inc.","SPRY","6.82"
"SPS Commerce","SPSC","169.76"
"Sprout Social","SPT","47.61"
"SpartanNash","SPTN","22.92"
"Sportsman's Warehouse","SPWH","4.94"
"SunPower","SPWR","11.12"
"S&P 500 AS REP","SPX.X","4283.8501"
"SPX Technologies, Inc.","SPXC","83.32"
"Spirax-Sarco Engineering","SPXSF","141.54"
"","SPY","428.03"
"Block","SQ","65.98"
"Sociedad Quimica y Minera","SQM","70.89"
"Sequans Communications","SQNS","2.21"
"Square Enix","SQNXF","45.83"
"Squarespace","SQSP","30.81"
"Spire","SR","65.49"
"Sportradar Group","SRAD","12.26"
"Spirit Realty Capital","SRC","39.77"
"1st Source","SRCE","45.5"
"Stericycle","SRCL","43.57"
"Surmodics","SRDX","19.04"
"Sempra Energy","SRE","145.07"
"Seritage Growth Properties","SRG","8.3"
"Stoneridge","SRI","17.99"
"Scully Royalty","SRL","6.96"
"Southern Banc Co.","SRNN","12.67"
"Sarepta Therapeutics","SRPT","128.6"
"Scholar Rock","SRRK","6.5"
"StarTek","SRT","2.88"
"Sensus Healthcare","SRTS","2.83"
"SSAB","SSAAY","3.498"
"South State","SSB","69.04"
"Summit State Bank","SSBI","15.69"
"Southern States Bancshares","SSBK","20.53"
"Spirits Capital Corporation","SSCC","2"
"Simpson Manufacturing","SSD","129.23"
"Shiseido Co.","SSDOY","47.15"
"SSE","SSEZY","23.35"
"Silver Spike Investment","SSIC","8.29"
"Sasol","SSL","12.95"
"Sysmex","SSMXY","35.08"
"SS&C Technologies","SSNC","56.91"
"SILVERSUN TECH","SSNT","3.15"
"The E.W. Scripps Company","SSP","8.31"
"SSP Group","SSPPF","3.255"
"Swiss Re","SSREY","25.56"
"Silver Standard Resources","SSRM","14.81"
"SURO Capital","SSSS","3.42"
"System1","SST","4.3"
"SoundThinking, Inc.","SSTI","24.61"
"Shutterstock","SSTK","49.99"
"SIGNA Sports United","SSU","3.19"
"Sumitomo","SSUMY","20.49"
"Stratasys","SSYS","16.62"
"Sensata Technologies Holding","ST","43.88"
"STAAR Surgical","STAA","54.79"
"Stag Industrial","STAG","36.07"
"S&T Bancorp","STBA","29.4"
"Sturgis Bancorp","STBI","19.169"
"Starbox Group Holdings Ltd.","STBX","3.01"
"Stewart Information Services","STC","44.3"
"STERIS","STE","207.3"
"Stellar Bancorp, Inc.","STEL","25.72"
"Stem","STEM","5.81"
"StepStone Group","STEP","24.7"
"Sterling Check","STER","15.13"
"ST Energy Transition I","STET","10.48"
"","STEW","12.85"
"Sunlands Technology Group","STG","3.24"
"Stagwell Inc.","STGW","7.16"
"Star Holdings","STHO","15.14"
"Neuronetics","STIM","2.56"
"Semantix, Inc.","STIX","2.29"
"SunOpta","STKL","7.13"
"The ONE Group Hospitality","STKS","7.46"
"Stellantis","STLA","15.84"
"Steel Dynamics","STLD","99.3"
"HG HOLDINGS","STLY","7.25"
"STMicroelectronics","STM","44.83"
"Stantec","STN","61.9"
"StoneCo","STNE","13.15"
"Scorpio Tankers","STNG","45.93"
"Stoke Therapeutics","STOK","13.2"
"","STPZ","50.45"
"SITIO ROYALTIES","STR","25.92"
"Strategic Education","STRA","76.9"
"Sterling Infrastructure, Inc.","STRL","51.68"
"Streamline Health Solutions","STRM","1.52"
"Sutro Biopharma","STRO","5.19"
"Star Equity","STRR","1.09"
"Stratus Properties","STRS","24.62"
"Strattec Security","STRT","19.1"
"Strawberry Fields REIT, Inc.","STRW","7"
"Satsuma Pharmaceuticals","STSA","1.11"
"State Street","STT","74.25"
"Shattuck Labs","STTK","2.82"
"Stevanato Group","STVN","28"
"Starwood Property Trust","STWD","18.53"
"Seagate Technology","STX","58.59"
"Stereotaxis","STXS","2.17"
"Constellation Brands","STZ","242.5"
"Suncor Energy","SU","29.67"
"ShoulderUp Technology Acquisition Corp.","SUAC","10.39"
"Subsea 7","SUBCY","10.229"
"Suruga Bank","SUGBY","37.53"
"Sun Hung Kai Properties","SUHJY","13.24"
"Sun Communities","SUI","132.35"
"Summit Materials","SUM","33.92"
"Sunoco","SUN","44.04"
"Sunworks","SUNW","1.42"
"SUMCO","SUOPY","29.05"
"Superior Industries International","SUP","3.63"
"Supernus Pharmaceuticals","SUPN","34.59"
"Grupo Supervielle","SUPV","2.66"
"SurgePays, Inc.","SURG","8.18"
"Suzano","SUZ","9.53"
"Sinovac Biotech","SVA","6.47"
"Service Properties Trust","SVC","9.03"
"Spring Valley Acquisition Corp. II","SVII","10.52"
"Scheid Vineyards","SVIN","16"
"SKANDINAVISKA","SVKEF","11.2412"
"Silvercorp Metals","SVM","3.18"
"Seven and I Holdings Co.","SVNDY","22.2"
"Svenska Handelsbanken Ab Publ","SVNLY","4.06"
"Savara","SVRA","2.94"
"SaverOne 2014 Ltd. Sponsored ADR","SVRE","1.365"
"Servotronics","SVT","12.38"
"Stran & Company","SWAG","1.48"
"ShockWave Medical","SWAV","290.59"
"Smith & Wesson Brands","SWBI","12.49"
"Swedbank","SWDBY","15.97"
"Swatch Group","SWGAY","14.61"
"SolarWinds","SWI","9.7"
"Latham Group","SWIM","3.75"
"Stanley Black & Decker","SWK","81.94"
"SWK","SWKH","17.7"
"Skyworks Solutions","SWKS","103.57"
"Southwestern Energy","SWN","5.14"
"Swire Pacific","SWRAY","7"
"Springwater Special Situations","SWSS","10.31"
"SpringWorks Therapeutics","SWTX","26.76"
"SWVL HOLDINGS","SWVL","1.18"
"Southwest Gas","SWX","60.76"
"","SWZ","8.2"
"SunCoke Energy","SXC","7.52"
"Standex International","SXI","142.25"
"Sensient Technologies","SXT","76.83"
"SoYoung International","SY","2.3"
"Stock Yards Bancorp","SYBT","47.01"
"Synchrony Financial","SYF","33.79"
"Symrise","SYIEY","26.81"
"Stryker","SYK","276.55"
"SYMBIOTIC INC","SYM","35.72"
"Synaptics","SYNA","81.05"
"Syneos Health","SYNH","41.53"
"Sypris Solutions","SYPR","1.89"
"Syros Pharmaceuticals","SYRS","3.74"
"SYLA Technologies Co., Ltd. Unsponsored ADR","SYT","7.51"
"Sysco","SYY","72.87"
"Salzgitter","SZGPY","3.595"
"Suzuki Motor","SZKMY","140.82"
"Sizzle Acquisition Corp.","SZZL","10.66"
"AT&T","T","15.67"
"TransAlta","TAC","9.82"
"TransAct Technologies","TACT","7.49"
"","TAGS","30.3702"
"Taitron Components","TAIT","3.9"
"Takeda Pharmaceutical Co.","TAK","16.37"
"TAL Education Group","TAL","6.32"
"Talkspace","TALK","1.07"
"Stone Energy","TALO","14.13"
"Talaris Therapeutics","TALS","2.45"
"Tantech","TANH","2.7312"
"Molson Coors","TAP","65.14"
"Protara Therapeutics","TARA","2.85"
"Taro Pharmaceutical Industries","TARO","39.1"
"Tarsus Pharmaceuticals","TARS","18.78"
"TaskUs","TASK","11.9"
"Carrols Restaurant Group","TAST","5.45"
"TAT Technologies","TATT","6.7"
"Tate & Lyle","TATYY","39.18"
"Taylor Devices","TAYD","19.18"
"TED BAKER","TBAKF","1.1701"
"The Bancorp","TBBK","34.59"
"Thunder Bridge Capital Partners III","TBCP","10.21"
"TrueBlue","TBI","17.52"
"TELESIS BIO","TBIO","1.33"
"Taboola.com","TBLA","3.09"
"Trailblazer Merger Corporation I","TBMC","10.12"
"Territorial Bancorp","TBNK","10.77"
"Theravance Biopharma","TBPH","10.95"
"TC Bancshares","TCBC","14.195"
"Texas Capital Bancshares","TCBI","52.09"
"TriCo Bancshares","TCBK","37.29"
"Texas Community Bancshares","TCBS","11.825"
"Third Coast Bancshares","TCBX","17.25"
"Tencent","TCEHY","43.17"
"The Community Financial","TCFC","27.08"
"Transcontinental Realty Investors","TCI","38"
"Top KingWin Ltd.","TCJH","8.14"
"Tactile Systems Technology","TCMD","24.23"
"Tricon Residential Inc.","TCN","8.5"
"Trajectory Alpha Acquisition Corp.","TCOA","10.34"
"Trip.com Group Limited","TCOM","35.12"
"BlackRock TCP Capital","TCPC","10.91"
"TScan Therapeutics","TCRX","2.77"
"The Container Store","TCS","2.89"
"Tucows","TCX","30.71"
"Tingyi Cayman Islands","TCYMF","1.5701"
"The Toronto Dominion Bank","TD","58.15"
"Teradata","TDC","48.54"
"Third Century Bancorp","TDCB","8.3"
"TDCX","TDCX","9.77"
"","TDF","9.48"
"Transdigm Group","TDG","795.42"
"Teladoc Health","TDOC","25.38"
"Telephone and Data Systems","TDS","7.21"
"ThredUp","TDUP","2.25"
"Tidewater","TDW","48.48"
"Teledyne Technologies","TDY","391.99"
"Atlassian","TEAM","184"
"BioTechne Corp","TECH","82.63"
"Teck Resources","TECK","42.74"
"Tarena International","TEDU","3.2499"
"Telefonica","TEF","4.09"
"TE Connectivity","TEL","127.26"
"TELA Bio","TELA","10.95"
"Tellurian","TELL","1.24"
"Telenor","TELNY","9.93"
"Tenable Holdings","TENB","41.04"
"TenX Keane Acquisition","TENK","10.47"
"Telecom Argentina Stet  France Telecom","TEO","5.99"
"Teradyne","TER","103.07"
"Terns Pharmaceuticals","TERN","11.63"
"TESSCO Technologies","TESS","8.87"
